Ticker,NumDays,LSTMTopLayer,TrainingRMSE,TestRMSE,LastDayValue,NextDayValue,file_name
GS,3,64,4.693765503286,1.8988035712890508,225.9911956787109,229.76687622070312,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/GS.csv
GS,7,64,4.803842080065656,1.526425937999457,226.649169921875,232.2322235107422,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/GS.csv
ABT,3,32,1.6919184833236325,3.552078594482424,47.21207809448242,48.69432830810547,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/ABT.csv
ABT,7,32,1.94422366265271,4.551870790365235,48.39011764526367,50.07905197143555,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/ABT.csv
ABT,3,64,1.4943831228730795,2.428554882324221,46.08855438232422,46.95615768432617,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/ABT.csv
ABT,7,64,1.297051641256721,1.5431627216899002,45.4237174987793,45.93432235717773,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/ABT.csv
RHHBY,3,32,0.6066743324630298,0.2014185885009709,31.883581161499023,33.019500732421875,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/RHHBY.csv
RHHBY,7,32,0.5727212084954785,0.1764833960356822,31.879150390625,32.81262969970703,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/RHHBY.csv
RHHBY,3,64,0.5400807223783332,0.2651564577636662,31.819843292236328,32.59607696533203,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/RHHBY.csv
RHHBY,7,64,0.5314579110728261,0.1791625439108203,31.876733779907227,32.62177658081055,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/RHHBY.csv
PFE,3,32,0.6339791821594305,0.4467771601562447,32.86138916015625,34.57561111450195,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/PFE.csv
